SheetCaption,DSSupervisor,Salesman,Retailer Hierarchy 1,Retailer Hieararchy 2,Retailer Hierarchy 3,Retailer Code,Retailer Name,Address 1,Sales Invoice Number,Sales Invoice Date,Actual Delivery Date,Delivery Status,Company Product Code,Brand_Caption,Mother Pack Name,Dist. Product Code,Product Name,Batch,MRP,Selling Rate,Quantity Billed,Gross Amount,Special Discount,Product Special Discount,Product Scheme Discount,Distributor Discount,Cash Discount,Key Discount,Tax Amount,Net Amount
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010043,MAXIMUM HELP PHARMACY,"155-A HAUZ RANI ,OPP.MAX HOSPITAL SAKET",JC46567,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010139,SHIVAM MEDICOS,GUPTA MARKET PUSHPAVIHAR 5,JC46573,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,AMIT,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010141,MONIKA CHEMIST,J BLOCK SAKET,JC46522,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,3,615.76761,0,0,0,0,0,0,110.83817,726.60578
Detail ,,AMIT,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204010154,HIMLAYA  AGENCIES,LSC MARKET PUSHPA VIHAR,JC46512,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204010537,sk madical cose,93 sk madical,JC46574,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000340,SANJEEVNI MEDICOS,j-7 ODS LPN 4,JC46542,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000641,AL SHAFA PHARMACY,"E-95,LAJPAAT NAGAR-II",JC46557,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000684,MEDI CARE CHEMIST,"A-46, LPN - 2",JC46551,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000831,FAMILY CHEMIST,"633/7,SHOP NO.2 GOVINDPURI KALKAJI",JC46476,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,3,615.76761,0,0,0,0,0,0,110.83817,726.60578
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000924,KALKA PHARMACY,1552/15 GOVIND PURI,JC46485,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,Narsingh,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204010036,DELHI CHEMIST,NEW DELHI,JC46576,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000176,ISSAR MEDICOS,"361/4, GOVINDPURI, KALKAJI",JC46493,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,3,615.76761,0,0,0,0,0,0,110.83817,726.60578
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000177,SHRI SAI MEDICOS,SHOP NO- 1652-1/15,JC46484,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,Neeraj,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204000183,VALUE  BAZAR,"25-A/1, GOVINDPURI, KALKAJI, NEW DELHI-19",JC46496,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,Vikash,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000186,D R CHEMIST,"1770-A/4, GALI NO 8, G.F , GOVINDPURI EXTN,",JC46482,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,1,205.25587,0,0,0,0,0,0,36.94606,242.20193
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000247,R. X  SOLUTION,"74/1, GALI NO.1 GOVINDPURI KALKA JI",JC46494,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,Vikash,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000269,CHOUDHARYS WHOLESALE BAZAAR,"First Floor,25A-1, Govindpuri,New Delhi",JC46475,2020-10-22,2020-10-22,Delivered,12453022,IN NSB : Cerelac 4,CERELAC STAGE 4 MU & Fruit BIB 300g,12453022,CERELAC STA4 MU&Frt Poshan 24x300g N2 IN,Batch 02740451DBM-02740451DB,264,205.25587,2,410.51174,0,0,0,0,0,0,73.89211,484.40385
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000007,PAWAN STORE,4 R BLK GK1,JC46507,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86368,0,0,0,46.23848,431.55912
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000013,ANAND DAIRY,SHOPNO 15 G N MKT,JC46510,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86366,0,0,0,46.23848,431.55914
Detail ,,RATHI,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000026,SINGH MOTORS,HEMKUNTH COLGK 1,JC46559,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86356,0,0,0,46.23849,431.55925
Detail ,,Vikash,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000161,SSSTORE,1 TILAK KHAND,JC46478,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86364,0,0,0,46.23848,431.55916
Detail ,,Narsingh,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204010208,GUPTA GENERAL STORE,199,JC46561,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,480,1965.9216,0,0,58.97754,0,0,0,228.83329,2135.77735
Detail ,,Neeraj,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204010651,SAVERS BAZAR,185 SUBHASH KHAND  KALKA JI,JC46487,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,288,1179.55296,0,0,35.3865,0,0,0,137.29998,1281.46643
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000920,RAM CHAND STORE,L-5/47,JC46543,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86368,0,0,0,46.23848,431.55912
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010035,SHRI RADHA DAIRY PANEER BHANDAR,SHIVALIK MARKET PUSHPA VIHAR SEC1,JC46516,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,300,1228.701,0,0,36.86088,0,0,0,143.02081,1334.86094
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010082,NEW CAKE PALACE,J BLOCK SAKET,JC46523,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,120,491.4804,0,0,14.74432,0,0,0,57.20833,533.94441
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010083,ANAND MORNING STORE,J BLOCK SAKET,JC46524,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,60,245.7402,0,0,4.91466,0,0,0,28.89906,269.72461
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010137,SM STORE,NEW DELHI,JC46517,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,60,245.7402,0,0,4.91476,0,0,0,28.89905,269.72449
Detail ,,Neeraj,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204000183,VALUE  BAZAR,"25-A/1, GOVINDPURI, KALKAJI, NEW DELHI-19",JC46496,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,192,786.36864,0,0,23.59096,0,0,0,91.53332,854.31101
Detail ,,Vikash,PS:PLANNED SHOPPING,SM:Supermarkets,T3:Tier 3,582204000241,GOEL TRADERS,"1352G/13, GOVINDPURI OPP. PETROL PUMP",JC46495,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,7680,31454.7456,0,0,943.64091,786.36864,0,0,3566.96833,33291.70438
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000341,NARENDER STORE,SH L 63 LPN 4,JC46541,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86369,0,0,0,46.23848,431.55911
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000345,BABA HAR KISHAN STORE,O 31 DOUBLE STORIE,JC46540,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86368,0,0,0,46.23848,431.55912
Detail ,,RATHI,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000622,BATRA GEN STORE,"G-15, LPN - 3",JC46548,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,96,393.18432,0,0,7.86365,0,0,0,46.23848,431.55915
Detail ,,RATHI,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000684,MEDI CARE CHEMIST,"A-46, LPN - 2",JC46551,2020-10-22,2020-10-22,Delivered,12440032,IN CUL : Masala-ae-Magic,MAGGI Masala-ae-Magic Sachet 6g,12440032,MAGGI Mas-ae-Magic16(2(60x6g)PR 4+1Fr IN,Batch 02826640TAM-02826640TA,5,4.09567,48,196.59216,0,0,0,0,0,0,23.59106,220.18322
Detail ,,RAKESH,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000020,NAV-YUG SERVICE STATION,"B-BLK , GK-1",JC46497,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20096,0,0,0,51.9875,340.80694
Detail ,,RATHI,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000026,SINGH MOTORS,HEMKUNTH COLGK 1,JC46559,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20056,0,0,0,51.98757,340.80741
Detail ,,Neeraj,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000176,ISSAR MEDICOS,"361/4, GOVINDPURI, KALKAJI",JC46493,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20091,0,0,0,51.98751,340.80699
Detail ,,Vikash,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204000201,RAJ CHEMIST,"1196A, GALI NO-13, GOVINDPURI, KALKAJI",JC46479,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20099,0,0,0,51.98749,340.8069
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000627,CUREWELL CHEMISTS,KRISHNA MARKET,JC46577,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,20,152.0102,0,0,0,0,0,0,27.36184,179.37204
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH:Chemists - A,582204000710,TAKE CARE MEDICOS,D-88M SJHOP NO. 2,JC46578,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20102,0,0,0,51.98749,340.80687
Detail ,,RAKESH,SPD:SPECIALITY FOOD AND DRINK,CH:Chemists,CH1:Chemists - B,582204000805,SINGH MEDICOS,"SHOP NO.2, M-8 G K-1",JC46505,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20099,0,0,0,51.98749,340.8069
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010082,NEW CAKE PALACE,J BLOCK SAKET,JC46523,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,80,608.0408,0,0,41.95385,0,0,0,101.89565,667.9826
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010137,SM STORE,NEW DELHI,JC46517,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20093,0,0,0,51.9875,340.80698
Detail ,,AMIT,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010147,JAI BHARAT DEP.STORE,SHIVALIK MARKET PUSHPA VIHAR SEC 1,JC46515,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20088,0,0,0,51.98751,340.80703
Detail ,,AMIT,PS:PLANNED SHOPPING,GS:Groceries - Small,GS:Groceries Small - A,582204010154,HIMLAYA  AGENCIES,LSC MARKET PUSHPA VIHAR,JC46512,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,40,304.0204,0,0,15.20097,0,0,0,51.9875,340.80693
Detail ,,Narsingh,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204010208,GUPTA GENERAL STORE,199,JC46561,2020-10-22,2020-10-22,Delivered,12417710,IN C&C : Munch,MUNCH 4X4 20.1g,12417710,MUNCH 4x4 Box 6((38+2)x25g) IN,Batch 02660454MAM-02660454MA,10,7.60051,80,608.0408,0,0,30.40163,0,0,0,103.97505,681.61422
Detail ,,RAKESH,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000020,NAV-YUG SERVICE STATION,"B-BLK , GK-1",JC46497,2020-10-22,2020-10-22,Delivered,12372683,IN CUL : Noodles Cup,MAGGI Cuppa Mania Noodles Chilli Chow 70g,12372683,MAGGI Cuppa NDLS Chilli Chow48x70g N2 IN,Batch 02540451AAM-02540451AA,45,36.52597,12,438.31164,0,0,0,0,0,0,52.5974,490.90904
Detail ,,Vikash,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000269,CHOUDHARYS WHOLESALE BAZAAR,"First Floor,25A-1, Govindpuri,New Delhi",JC46475,2020-10-22,2020-10-22,Delivered,12372683,IN CUL : Noodles Cup,MAGGI Cuppa Mania Noodles Chilli Chow 70g,12372683,MAGGI Cuppa NDLS Chilli Chow48x70g N2 IN,Batch 02540451AAM-02540451AA,45,36.52597,3,109.57791,0,0,0,0,0,0,13.14935,122.72726
Detail ,,RATHI,AS:AD HOC SHOPPING,CV:Convenience,CPP:Petrol Pump,582204000026,SINGH MOTORS,HEMKUNTH COLGK 1,JC46559,2020-10-22,2020-10-22,Delivered,12378622,IN CUL : MAGGI NDLS-SpecialMasala,MAGGI 2-MINUTE NOODLES Special Masala 70g,12378622,MAGGI 2-MINN Special Masala 96x70g IN,Batch 02712814XAM-02712814XA,15,12.28702,12,147.44424,0,0,0,0,0,0,17.69331,165.13755
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000004,NEW EMPIRE STORE,M 53  MKT GK1,JC46503,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,7,1234.56746,0,0,0,0,0,0,61.72837,1296.29583
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000004,NEW EMPIRE STORE,M 53  MKT GK1,JC46503,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027004519BM-027004519B,200,176.36678,5,881.8339,0,0,0,0,0,0,44.0917,925.9256
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000005,H M MORNING STORE PVT LTD,M 41 MKT GK1,JC46500,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027004519BM-027004519B,200,176.36678,32,5643.73696,0,0,56.43724,0,0,0,279.36499,5866.66471
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000007,PAWAN STORE,4 R BLK GK1,JC46507,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,6,1058.20068,0,0,0,0,0,0,52.91003,1111.11071
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000011,JAGDISH STORE,M 2 G K 1,JC46504,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,12,2116.40136,0,0,0,0,0,0,105.82007,2222.22143
Detail ,,RAKESH,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204000013,ANAND DAIRY,SHOPNO 15 G N MKT,JC46510,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,3,529.10034,0,0,0,0,0,0,26.45502,555.55536
Detail ,,Narsingh,PS:PLANNED SHOPPING,GL:Groceries - Large,GL1:Groceries  Large - A1,582204010208,GUPTA GENERAL STORE,199,JC46561,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,3,529.10034,0,0,0,0,0,0,26.45502,555.55536
Detail ,,Narsingh,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010220,GUPTA DAIRY & PANEER BHANDAR,SHOP NO. 8 PUSHP VIHAR,JC46560,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,6,1058.20068,0,0,0,0,0,0,52.91003,1111.11071
Detail ,,Narsingh,PS:PLANNED SHOPPING,GL:Groceries - Large,GL:Groceries Large - B,582204010222,NILGIRI SUPER MART,25-A HAUZ RANI,JC46572,2020-10-22,2020-10-22,Delivered,12425784,IN SSD : EveryDay DW,EVERYDAY Dairy Whitener Polybag 400g,12425784,NESTLE EVERYDAY DW 32x400g N1 IN,Batch 027804519AM-027804519A,200,176.36678,6,1058.20068,0,0,0,0,0,0,52.91003,1111.11071
